,Długość,CapsLock_śr,CapsLock_Max,CapsLock_Sum,http,font,td,statements,www,nbsp,height,pills,width,size,ect,the,to,hou,enron,for,on,i,and,deal
264,316,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
265,106,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
266,1796,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,3,8,6,0
267,65,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1592,1.0,1,1,0,0,0,0,0,0,0,0,0,0,21,9,5,11,0,1,4,1,3,3
269,391,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,4,0,0,0
270,300,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,0,1,0
271,650,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,2,2,0,1
272,331,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0
273,145,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
274,227,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,162,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1
276,1433,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,17,3,0,0,4,2,0,4,0
277,3973,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,26,21,0,0,2,2,18,27,0
278,653,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,1,2,0
279,1497,1.0,1,1,0,0,0,0,0,0,0,0,0,0,16,9,11,8,11,1,4,8,3,0
280,295,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0
281,789,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
282,101,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,508,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,7,0,0,0,0
284,433,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0
285,419,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,1,0,1,0
286,113,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0
287,1617,1.0,1,1,0,0,0,0,0,0,0,0,0,0,15,5,5,7,7,1,6,1,1,0
288,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,446,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,0,0,0
290,575,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0
291,7141,1.0,1,1,0,0,0,10,0,0,0,0,0,0,0,53,29,0,0,8,5,0,26,0
292,1724,1.0,1,1,0,0,0,0,0,0,0,0,0,0,27,1,4,14,3,14,1,1,2,9
293,909,1.0,1,1,0,0,0,1,0,0,0,0,0,0,5,6,2,3,1,3,2,2,1,0
294,316,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0
295,169,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,11,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2181,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,9,0,3,12,5,7,4,4
298,638,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0
299,454,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0
300,135,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
301,1237,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,0,0,6,0
302,430,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,1,0
303,792,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,5,2,1,0,0
304,854,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,5,0,2,0,0,0,3,0
305,164,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
306,8427,1.0,1,1,2,0,0,0,3,0,0,0,0,0,0,48,35,0,0,11,6,13,19,0
307,126,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
308,738,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,5,3,1,6,0,1,0,6
309,484,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,1,1,0
310,457,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
311,421,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0
312,1187,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,2,5,5,2,1
313,141,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
314,375,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
315,932,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,11,1,5,3,1,2,3,1
316,1237,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,2,6,2,6,1
317,753,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
318,266,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
319,3228,1.0,1,1,0,0,0,0,0,0,0,0,0,0,94,8,3,49,14,2,5,0,4,2
320,311,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,1,2,0
321,2407,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,1,2,0,3,0
322,368,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,1,1,0
323,434,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0
324,144,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
325,483,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0
326,151,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
327,359,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
328,870,1.0,1,1,0,0,0,0,0,0,0,0,0,0,18,1,2,9,4,1,0,0,0,0
329,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
330,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,629,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0,3,0
332,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,178,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2204,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335,584,1.0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,7,1,0
336,944,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,8,3,0
337,107,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
338,1098,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,5,1,4,0,2,0,3,0
339,1015,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,2,4,3,2,1,1,0
340,784,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0
341,405,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
342,2485,1.0,1,1,0,0,0,0,0,0,0,0,0,0,35,10,7,18,3,6,5,5,8,0
343,380,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0
344,397,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
345,413,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0
346,949,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,2,2,12,1,0
347,108,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
348,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
349,1226,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,6,1,4,0,9,0
350,1021,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0
351,130,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
352,721,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,1,0,2,1
353,259,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0
354,430,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0
355,3919,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,39,43,0,0,11,9,5,28,1
356,206,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
357,1949,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,9,11,5,9,1,3,4,6,4
358,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
359,571,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
360,98,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,764,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,1,1,1,4,0
362,97,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,11,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1954,1.0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,3,7,1,1,3,0,0,0
365,202,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
366,453,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
367,208,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
368,2337,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,21,0,1,5,2,9,1,0
369,1187,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,2,3,3,3,0
370,1136,1.0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,9,4,0
371,2215,1.0,1,1,0,0,0,0,0,0,0,0,0,0,12,5,11,5,19,4,2,4,2,6
372,283,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0
373,2246,1.0,1,1,1,0,1,0,4,0,0,0,0,0,0,8,9,0,0,9,1,0,6,0
374,607,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,1,4,8,0,2,0,0,0
375,5604,1.0,1,1,0,0,0,0,0,0,0,0,0,0,52,20,27,25,6,15,8,8,9,0
376,1037,1.0,1,1,4,3,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
377,203,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,1,0
378,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,2040,1.0,1,1,0,0,0,0,0,0,0,0,0,0,8,26,14,4,2,9,10,8,1,5
380,340,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,1,3,0,0
381,174,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0
382,476,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0
383,1418,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,7,0,4,2,2,0,6,0
384,623,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,1,1,1
385,401,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,2,0
386,3553,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,19,0,13,4,8,0,16,0
387,435,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,2,0,0,3,2,2,0,0
388,687,1.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
389,448,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,1,2,0,0
390,478,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0
391,527,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2
392,363,1.0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
393,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,1146,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,5,1,9,1,5,1,2,3
395,1665,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,17,12,2,2,3,2,4,1,0
396,822,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,2,2,7
397,1717,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,4,1,4,7,0
398,300,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
399,225,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
400,174,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
401,893,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,1,0,1,0
402,821,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,1,0,1,1,0
403,988,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,1,0,2,0
404,602,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,3,0
405,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2010,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,1,3,0,8,0
407,854,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
408,346,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,1,2,0
409,100,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
410,561,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,3,0
411,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,264,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,76,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,2101,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,7,0,3,9,2,0,2,0
415,1521,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,1,0,3,0
416,328,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0
417,1204,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,3,0,7,0
418,190,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
419,3917,1.0,1,1,2,0,0,0,3,0,0,0,0,0,0,12,13,0,0,3,7,0,20,0
420,513,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,1,0,0,0
421,125,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
422,1615,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,11,8,4,3,1,9,6,5,0
423,378,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
424,2559,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,12,6,2,5,7,6,5,9,5
425,141,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,308,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0
428,2989,1.0,1,1,0,0,0,0,0,0,0,0,0,0,26,9,7,14,8,3,5,2,4,1
429,663,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,3,2,1,2,0,0,0
430,456,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
431,841,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6,0,3,2,3,5,4,0
432,529,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
433,419,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0
434,7607,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,10,0,3,1,9,3,15,0
435,1834,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,7,1,1,6,0
436,300,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,0,1,0
437,1623,1.0,1,1,1,0,0,0,0,0,0,0,0,0,13,0,5,7,8,0,7,2,1,0
438,110,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
439,2077,1.0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0
440,6004,1.0,1,1,0,0,0,0,0,0,0,0,0,0,169,22,14,85,36,1,4,0,17,0
441,1825,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,1,4,7,0
442,595,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,0,0,4,0
443,121,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
444,829,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,1,5,1,0
445,6877,1.0,1,1,0,0,0,15,0,0,0,0,0,0,0,42,33,0,0,6,4,0,22,0
446,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
447,642,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,1,1,0,0
448,153,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2454,1.0,1,1,0,0,0,0,0,0,0,0,0,0,29,6,4,16,7,3,10,3,4,0
450,1597,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,5,0,0,9,3,0,2,0
451,342,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,2
452,715,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0
453,516,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,3,1,0
454,732,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,1,3,0,1,2,2,2
455,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
456,217,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
457,134,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
458,1085,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,5,1,4,5,0
459,359,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
460,1182,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,4,3,1,9,0
461,3582,1.0,1,1,0,0,0,0,3,0,0,0,0,0,0,23,17,0,1,4,1,2,16,0
462,852,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,1,2,0,0,0
463,1765,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,7,2,1,1,0
464,689,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,1,0,3,0
465,5364,1.0,1,1,0,0,0,0,0,0,0,0,0,0,109,8,5,68,57,4,2,2,5,0
466,2424,1.0,1,1,0,0,0,0,0,0,0,0,0,0,10,14,23,6,0,4,8,4,11,0
467,831,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,1,0,2,5
468,1101,1.0,1,1,2,0,0,0,0,0,0,1,0,0,0,6,4,0,0,2,0,2,2,0
469,595,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0
470,275,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,189,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
472,2285,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,11,0,4,6,0
473,1000,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,2,1,0,1,6
474,660,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,1,0
475,201,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
476,977,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,3,0,0,2,0
477,74,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
478,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
479,355,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2,1,1
480,139,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,1312,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,4,0,1,2,0
482,912,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,2,3,1
483,152,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
484,187,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
485,1135,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,5,1
486,1253,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,7,7,3,4,1,0,2,3,1
487,190,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
488,2032,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,15,3,4,1,1,4,5,6,0
489,85,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
490,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
491,824,1.0,1,1,0,0,0,0,0,0,0,0,0,0,26,2,2,13,0,3,0,0,1,0
492,676,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
493,1109,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0
494,43,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,351,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0
496,224,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
497,135,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
498,1830,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
499,29,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,952,1.0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,2,1,2,1,0
501,447,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0
502,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,111,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
504,467,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0,1,0
505,402,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,1,0,1
506,232,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1404,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
508,771,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1
509,2981,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,3,4,0,8,0
510,280,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
511,1426,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,5,7,8,5,2,2,1,0,0
512,1315,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,4,4,3,6,4
513,273,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
514,936,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,3,5,2,0
515,431,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
516,276,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0
517,1104,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,6,2,3,1,2,3,1,0,0
518,76,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
519,119,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
520,1481,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,6,7,3,3,0,2,1,1,0
521,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,1176,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
523,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,392,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0
525,378,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0
526,293,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1
527,233,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1
528,1318,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,2,2,1,1,0
529,148,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
